ID;Tipo;SKU;Nombre;Publicado;¨Est  destacado?;Visibilidad en el cat logo;Descripci¢n corta;Descripci¢n;D¡a en que empieza el precio rebajado;D¡a en que termina el precio rebajado;Estado del impuesto;Clase de impuesto;¨En inventario?;Inventario;Cantidad de bajo inventario;¨Permitir reservas de productos agotados?;¨Vendido individualmente?;Peso (kg);Longitud (cm);Anchura (cm);Altura (cm);¨Permitir valoraciones de clientes?;Nota de compra;Precio rebajado;Precio normal;Categor¡as;Etiquetas;Clase de env¡o;Im genes;L¡mite de descargas;D¡as de caducidad de la descarga;Superior;Productos agrupados;Ventas dirigidas;Ventas cruzadas;URL externa;Texto del bot¢n;Posici¢n;Nombre del atributo 1;Valor(es) del atributo 1;Atributo visible 1;Atributo global 1
; ; ;Monitor Philips 190C; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Philips<br />· Color     Plata<br />· Tipo Panel     19 Pulgadas   TFT<br />· Resolución     1280 x 1024 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO  <br />· Montaje VESA estándar 100x100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />- <br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Philips<br />· Color     Plata<br />· Tipo Panel     19 Pulgadas   TFT<br />· Resolución     1280 x 1024 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO  <br />· Montaje VESA estándar 100x100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />- <br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 35;Monitores,Monitores 19"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ph190cw1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Philips 190S; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca              Philips<br />· Color                Negro<br />· Tipo Panel       19 Pulgadas  TFT<br />· Resolución       1280 x 1024 @ 60 Hz<br />· Conexiones       x1 VGA, x1 DVI<br />· Sonido     NO<br />· Montaje VESA estándar 100x100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca              Philips<br />· Color                Negro<br />· Tipo Panel       19 Pulgadas  TFT<br />· Resolución       1280 x 1024 @ 60 Hz<br />· Conexiones       x1 VGA, x1 DVI<br />· Sonido     NO<br />· Montaje VESA estándar 100x100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 35;Monitores,Monitores 19"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ph190s1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Acer B223W G; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />GRADO B<br /><br />· Marca     Acer<br />· Color     NEGRO<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1680 x 1050 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 Jack Audio IN<br />· Sonido     NO<br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />GRADO B<br /><br />· Marca     Acer<br />· Color     NEGRO<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1680 x 1050 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 Jack Audio IN<br />· Sonido     NO<br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 55;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ab223w2gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Acer B226HQL; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca:     Acer<br />· Color:      Negro<br />· Tipo Panel:      22" Pulgadas, <br />· Resolución:     1920 x 1080 @ 75 Hz<br />· Conexiones:    x1 VGA, x1 DVI, x1 DP<br />· Sonido:           No<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento. Incluye cable de alimentación y cable VGA.<br /><br /><br /><br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca:     Acer<br />· Color:      Negro<br />· Tipo Panel:      22" Pulgadas, <br />· Resolución:     1920 x 1080 @ 75 Hz<br />· Conexiones:    x1 VGA, x1 DVI, x1 DP<br />· Sonido:           No<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento. Incluye cable de alimentación y cable VGA.<br /><br /><br /><br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 55;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940acerb226hql1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Acer B226WL ; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca:     Acer<br />· Color:      Negro<br />· Tipo Panel:      22" Pulgadas, <br />· Resolución:     1920 x 1080 @ 75 Hz<br />· Conexiones:    x1 VGA, x1 DVI, x1 DP<br />· Sonido:           No<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento. Incluye cable de alimentación y cable VGA.<br /><br /><br /><br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca:     Acer<br />· Color:      Negro<br />· Tipo Panel:      22" Pulgadas, <br />· Resolución:     1920 x 1080 @ 75 Hz<br />· Conexiones:    x1 VGA, x1 DVI, x1 DP<br />· Sonido:           No<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento. Incluye cable de alimentación y cable VGA.<br /><br /><br /><br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 55;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940acerb226wl1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Acer KA220HQ; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Acer<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1920 x 1080<br />· Conexiones     x1 VGA, x1 DVI<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Acer<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1920 x 1080<br />· Conexiones     x1 VGA, x1 DVI<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 49;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940aks220hq1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor ASUS VS228 G; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />· Marca     Asus<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   LED<br />· Resolución     1920 X 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     Si<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />· Marca     Asus<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   LED<br />· Resolución     1920 X 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     Si<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 49;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940asvs228gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Acer V233H G; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />GRADO B<br /><br />· Marca     Acer<br />· Color     Plata<br />· Tipo Panel     23 Pulgadas   LCD<br />· Resolución     1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />GRADO B<br /><br />· Marca     Acer<br />· Color     Plata<br />· Tipo Panel     23 Pulgadas   LCD<br />· Resolución     1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 59;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940av233h1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor ASUS VE228 G; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />GRADO B<br /><br />· Marca     Asus<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   LED<br />· Resolución     1920 X 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />GRADO B<br /><br />· Marca     Asus<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   LED<br />· Resolución     1920 X 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 49;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ave2281gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Philips Bril; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Philips<br />· Color     Negro/Plata <br />· Tipo Panel     22 Pulgadas <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 USB HUB, x1 Jack de audio<br />· Sonido     Si  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Philips<br />· Color     Negro/Plata <br />· Tipo Panel     22 Pulgadas <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 USB HUB, x1 Jack de audio<br />· Sonido     Si  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 55;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940b220bw91gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Fujitsu Scen; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Fujitsu<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   LED<br />· Resolución     1680 x 1050 @ 76 Hz<br />· Conexiones     x1 VGA, x1 DVI,<br /><br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Fujitsu<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   LED<br />· Resolución     1680 x 1050 @ 76 Hz<br />· Conexiones     x1 VGA, x1 DVI,<br /><br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 55;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940fb22w61gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Fujitsu Scen; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca:     Fujitsu<br />· Color:      Negro<br />· Tipo Panel:      22" Pulgadas, LED<br />· Resolución:     1680 x 1050 @ 76 Hz<br />· Conexiones:    x1 VGA, x1 DVI, x1 Jack Audio 3.5mm<br />· Sonido:           Si<br /><br /><br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca:     Fujitsu<br />· Color:      Negro<br />· Tipo Panel:      22" Pulgadas, LED<br />· Resolución:     1680 x 1050 @ 76 Hz<br />· Conexiones:    x1 VGA, x1 DVI, x1 Jack Audio 3.5mm<br />· Sonido:           Si<br /><br /><br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 55;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940fe22w51gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Hanns-G HI22; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HANNS-G<br />· Color     Negro<br />· Tipo Panel     22" Pulgadas<br />· Resolución     1680 x 1050<br />· Conexiones     x1 VGA x1 DVI  <br />· Sonido            SI<br />  <br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HANNS-G<br />· Color     Negro<br />· Tipo Panel     22" Pulgadas<br />· Resolución     1680 x 1050<br />· Conexiones     x1 VGA x1 DVI  <br />· Sonido            SI<br />  <br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 49;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940hhhi221gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor LG 226WTF GR; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente.  Estan comprobados 100% y funcionan correctamente. <br /><br />Estos equipos son usados y pueden tener marcas de uso.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     LG<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1440 x 900 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI, <br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente.  Estan comprobados 100% y funcionan correctamente. <br /><br />Estos equipos son usados y pueden tener marcas de uso.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     LG<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1440 x 900 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI, <br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 59;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940l226wtq1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor LG 22M35 GRA; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     LG<br />· Color     Negro/Plata<br />· Tipo Panel     22 Pulgadas   LED<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA<br />· Sonido     NO<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     LG<br />· Color     Negro/Plata<br />· Tipo Panel     22 Pulgadas   LED<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA<br />· Sonido     NO<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 59;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940lg22m351gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor NEC E221W GR; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero están comprobados 100% y funcionan correctamente. <br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca     NEC.<br />· Color     Negro.<br />· Tipo Panel     22 Pulgadas   TFT.<br />· Resolución     1440 x 900 @ 75 Hz.<br />· Conexiones     x1 VGA, x1 DVI.<br />· Sonido     No.  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero están comprobados 100% y funcionan correctamente. <br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca     NEC.<br />· Color     Negro.<br />· Tipo Panel     22 Pulgadas   TFT.<br />· Resolución     1440 x 900 @ 75 Hz.<br />· Conexiones     x1 VGA, x1 DVI.<br />· Sonido     No.  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 59;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ne221w1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor NEC 22WV GRA; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     NEC.<br />· Color      Negro/Plata.<br />· Tipo Panel     22 Pulgadas   TFT.<br />· Resolución     1680 x 1050 @ 60Hz.<br />· Conexiones     x1 VGA.<br />· Sonido     No.<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     NEC.<br />· Color      Negro/Plata.<br />· Tipo Panel     22 Pulgadas   TFT.<br />· Resolución     1680 x 1050 @ 60Hz.<br />· Conexiones     x1 VGA.<br />· Sonido     No.<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 55;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940nec22wv1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Philips  220; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Philips<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas  TFT<br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Philips<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas  TFT<br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 55;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ph220s21gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Monitor Philips  220; 1; 0; visible;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Philips<br />· Color     Negro/Plata <br />· Tipo Panel     22 Pulgadas  TFT<br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Philips<br />· Color     Negro/Plata <br />· Tipo Panel     22 Pulgadas  TFT<br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 55;Monitores,Monitores 22"; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ph220sw1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
