Código;Nombre;Descripción;Precio;Stock;Foto;Ficha
6910HPED800G121GB;Ordenador HP EliteDesk 800 G1 SFF GRADO B (Intel Core i7 4770 3.40GHz/8GB/480SSD/DVDRW/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />Ordenador de SFF<br /> <br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador                    Intel Core i7 4770 (4 nucleos @ 3.40 Ghz)<br />· Grafica interna              Gráficos HD Intel 4600<br />· Disco Duro                     480 SSD SATA (Varias marcas, segun disponibilidad)<br />· Memorias                      8GB DDR3 (4 ZOCALOS)<br />· Lector/Grabador            Lectora de DVD<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0 x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4 USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x1 Puerto Serie, x2 Jack de audio    (Line In/Out/Mic) <br />·Conexiones internas       x1 Pcie x16, x2 Pcie x1, x1 Pcie x4<br /><br /><br /><br /><br />-  Incluyen Sistema Operativo Preinstalado Windows 10 Pro<br />- Testeados y 100% verificados;179;179;http://www.diginova.es/xweb3/fotoartic/art_6910hped800g121gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPED800G121GB 
6910LENM72E5GB;Ordenador Lenovo M72e SFF GRADO B (Intel Core i7 3770 3.40GHz/8GB/120SSD/DVDRW/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i7 3770  (4 nucleos @ 3.40 Ghz)<br />· Gráficos HD Intel 4000<br />· Disco Duro     120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB PC3 ( 2 ZOCALOS)<br />· Lector/Grabador    Grabadora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4 USB 2.0, x1 VGA, x1 DVI, x1 Puerto Serie, x1 RJ45, x3 Jack de audio    (Line In/Out/Mic)<br />· Conexiones interas: x1 PCIe x16, x2 Pci x1<br /><br /><br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 Pro<br />- Testeados y 100% verificados;115;65;http://www.diginova.es/xweb3/fotoartic/art_6910lenm72e5gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM72E5GB 

6910HP60053GB;Ordenador HP 6005 Elite SFF GRADO B (AMD Athlon II X2 B24 3.0Ghz/4GB/120SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B <br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     AMD Athlon X2 B24 (2 nucleos @ 3.0 Ghz)<br />· Grafica            Radeon 4200 <br />· Disco Duro     120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3 (4 zocalos)<br />· Lector/Grabador     Lectora de DVD<br />· Conexiones frontales     x4 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x6 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x2 PS/2 Raton/Teclado, x2 Jack de audio (Line In/Out) <br /><br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 Pro<br />- Testeados y 100% verificados<br />;55;1;http://www.diginova.es/xweb3/fotoartic/art_6910hp60053gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP60053GB 
6910HP705G12GB;Ordenador HP 705 G1 SFF GRADO B (AMD A6 7400B 3.5GHz/4GB/120SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 8 Pro<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador    AMD A6 7400B  (4 nucleos @ 3.5 Ghz)<br />· Grafica integrada AMD Radeon R5<br />· Disco Duro     120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3L<br />· Lector/Grabador    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4 USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x1 Puerto Serie, x2 Jack de audio    (Line In/Out/Mic) <br /><br /><br /><br />- Incluyen Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;85;2;http://www.diginova.es/xweb3/fotoartic/art_6910hp705g12gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP705G12GB 
6910HP705G15GB;Ordenador HP 705 G1 SFF GRADO B (AMD A6 7400B 3.5GHz/4GB/120SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 7 Pro<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador    AMD A6 7400B  (4 nucleos @ 3.5 Ghz)<br />· Grafica integrada AMD Radeon R5<br />· Disco Duro     120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3L<br />· Lector/Grabador    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4 USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x1 Puerto Serie, x2 Jack de audio    (Line In/Out/Mic) <br /><br /><br /><br />- Incluyen Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;85;1;http://www.diginova.es/xweb3/fotoartic/art_6910hp705g15gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP705G15GB 
6910HP705G23GB;Ordenador HP 705 G2 SFF GRADO B (AMD A6 8550B 3.7GHz/4GB/120SSD/DVD/W8H) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 8 HOME<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador    AMD A6 8550B  (2 nucleos @ 3.7 Ghz)<br />· Grafica integrada AMD RADEON R5<br />· Disco Duro     120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3<br />· Lector/Grabador    Lectora de DVD<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4 USB 2.0, x2 USB 3.0, x1 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x1 Puerto Serie, x2 Jack de audio    (Line In/Out/Mic) <br /><br /><br /><br />- Incluyen Sistema Operativo Windows 10 HOME Preinstalado<br />- Testeados y 100% verificados;85;10;http://www.diginova.es/xweb3/fotoartic/art_6910hp705g23gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP705G23GB 


6910HPU800G116GB;Ordenador HP 800 G1 USDT GRADO B (Intel Core i3 4130 3.4GHz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;95;69;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g116gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G116GB 
6910HPU800G128GB;Ordenador HP 800 G1 USDT GRADO B (Intel Core i3 4130 3.4GHz/8GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;95;57;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g128gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G128GB 
6910HPU800G129GB;Ordenador HP 800 G1 USDT WIFI GRADO B (Intel Core i3 4130 3.4GHz/8GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                     SI<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;95;47;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g129gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G129GB 
6910HPU800G130GB;Ordenador HP 800 G1 USDT WIFI GRADO B (Intel Core i3 4130 3.4GHz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;95;7;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g130gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G130GB 
6910HPU800G132GB;Ordenador HP 800 G1 USDT GRADO B (Intel Core i3 4130 3.4GHz/8GB/120SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;95;4;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g132gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G132GB 
6910HPU800G135GB;Ordenador HP 800 G1 USDT GRADO B (Intel Core i3 4130 3.4GHz/8GB/240SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;99;116;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g135gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G135GB 
6910HPU800G136GB;Ordenador HP 800 G1 USDT GRADO B (Intel Core i3 4130 3.4GHz/8GB/240SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;105;26;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g136gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G136GB 
6910HPU800G137GB;Ordenador HP 800 G1 USDT WIFI GRADO B (Intel Core i3 4130 3.4GHz/8GB/240SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;105;29;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g137gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G137GB 
6910LENTIM72E2GB;Ordenador Lenovo Desktop Tiny M72e GRADO B (Intel Core i3 2120T 2.6Ghz/8GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 7 Pro.<br /><br />GRADO B<br /><br />Ordenador Ultracompacto Tiny <br /><br />Especificaciones:<br /><br />· Marca           LENOVO<br />· Procesador   Intel Core i3 2120T (2 nucleos @ 2.60 Ghz, 4 hilos)<br />· Disco Duro    120GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 SO-DIMM (2 ZOCALOS)<br />· Lector/Grabador   No disponible<br />· Conexiones frontales     x2 USB 2.0, x2 Jack de audio<br />· Conexiones traseras    x3 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45<br /><br />- Incluyen cables de alimentación<br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;95;2;http://www.diginova.es/xweb3/fotoartic/art_6910lentim72e2gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENTIM72E2GB 

6910DO9020U1GB;Ordenador Dell Optiplex 9020 USDT GRADO B (Intel Core i5 4590s 3.0Ghz/4GB/500GB/DVD/W8HP) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 8 Home Premium<br /><br />GRADO B<br /><br />Ordenador de Sobremesa Ultracompacto<br /><br />Especificaciones:<br /><br />· Marca     DELL<br />· Procesador     Intel Core i5 4590s (4 nucleos @ 3.0 Ghz, 8 hilos, turbo @ 3.7Ghz)<br />· Disco Duro     500 GB (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3 (de PC)<br />· Lector/Grabador    Lector DVD<br />· Conexiones frontales     x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x2 Jack de audio    (Line In/Out/Mic) <br /><br /><br />- Sistema Operativo Windows 10 Home Premium Preinstalado<br />- Testeados y 100% verificados;125;13;http://www.diginova.es/xweb3/fotoartic/art_6910do9020u1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910DO9020U1GB 
6910HP800G1U16GB;Ordenador HP Elite 800 G1 USDT GRADO B (Intel Core i5 4430S 2.7Ghz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                    HP<br />· Procesador                            Intel Core i5 4430S  2.7Ghz <br />· Grafica integrada                  HD Intel 4600<br />· Disco Duro                             120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                              8GB DDR3L  (2 ZOCALOS)<br />· Lector/Grabador                    NO<br />· Conexiones frontales            x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras             x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Conexiones Internas             (2) PCIe Mini<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;129;1;http://www.diginova.es/xweb3/fotoartic/art_6910hp800g1u16gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP800G1U16GB 
6910HP800G1U17GB;Ordenador HP Elite 800 G1 USDT GRADO B (Intel Core i5 4590T 2.0Ghz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                             HP<br />· Procesador                     Intel Core i5 4590T 2.0Ghz (4 nucleos, Turbo @ 3.00 Ghz)<br />· Disco Duro                      120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                        8GB DDR3L (2 ZOCALOS)<br />· Lector/Grabador             No<br />· Conexiones frontales      x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras       x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;135;1;http://www.diginova.es/xweb3/fotoartic/art_6910hp800g1u17gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP800G1U17GB 
6910HP800G1U5GB;Ordenador HP Elite 800 G1 USDT GRADO B (Intel Core i5 4430s 2.7Ghz/8GB/120SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                    HP<br />· Procesador                            Intel Core i5 4430s 2.7Ghz <br />· Grafica integrada                  HD Intel 4600<br />· Disco Duro                             120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                              8GB DDR3L  (2 ZOCALOS)<br />· Lector/Grabador                    DVD<br />· Conexiones frontales            x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras             x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Conexiones Internas             (2) PCIe Mini<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;135;1;http://www.diginova.es/xweb3/fotoartic/art_6910hp800g1u5gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP800G1U5GB 
6910HP800G1U6GB;Ordenador HP Elite 800 G1 USDT GRADO B (Intel Core i5 4430s 2.7Ghz/8GB/120SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                    HP<br />· Procesador                           Intel Core i5 4430s 2.7Ghz <br />· Grafica integrada                  HD Intel 4600<br />· Disco Duro                            120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                             8GB DDR3L  (2 ZOCALOS)<br />· Lector/Grabador                   DVD<br />· Conexiones frontales            x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras             x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Conexiones Internas             (2) PCIe Mini<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;139;1;http://www.diginova.es/xweb3/fotoartic/art_6910hp800g1u6gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP800G1U6GB 
6910HPM600G23GB;Ordenador HP Prodesk 600 G2 Mini PC GRADO B (Intel Core i5 6500T 2.5Ghz/8GB/240SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6500T 2.5Ghz (4 nucleos, Turbo @ 3.10 Ghz)<br />· Grafica            Gráficos HD Intel 530<br />· Disco Duro     240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4 (2 zocalos)<br />· Lector/Grabador   Sin unidad óptica<br />· Conexiones frontales     x1 USB Tipo C, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 3.0, x1 DisplayPort, x1 RJ45, x1 VGA<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;145;5;http://www.diginova.es/xweb3/fotoartic/art_6910hpm600g23gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPM600G23GB 
