Código;Nombre;Descripción;Precio;Stock;Foto;Ficha
6910HPU800G117GA;Ordenador HP 800 G1 USDT GRADO A (Intel core i5 4570s 2.9GHz/8GB/240SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO A<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel core  i5 4570s 2.9Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4600 Intel<br />· Disco Duro                          240GB  SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;135;1;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g117ga_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G117GA 
6910HPU800G117GB;Ordenador HP 800 G1 USDT GRADO B (Intel Core i5 4570s 2.9GHz/8GB/240SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel core  i5 4570s 2.9Ghz (2 nucleos)<br />· Grafica                                HD 4600 Intel<br />· Disco Duro                          240GB  SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;119;19;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g117gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G117GB 
6910HPU800G118GB;Ordenador HP 800 G1 USDT GRADO B (Intel Core i5 4570s 2.9GHz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel core i5 4570s 2.9Ghz (2 nucleos)<br />· Grafica                                HD 4600 Intel<br />· Disco Duro                          120GB  SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;115;9;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g118gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G118GB 
6910HPU800G119GB;Ordenador HP 800 G1 USDT GRADO B (Intel Core i5 4570s 2.9GHz/8GB/240SSD/NO-DVD/W8H) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Home<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel core i5 4570s 2.9Ghz (2 nucleos)<br />· Grafica                                HD 4600 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Home Preinstalado<br />- Testeados y 100% verificados<br />;135;11;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g119gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G119GB 
6910HPU800G120GB;Ordenador HP 800 G1 USDT GRADO B (Intel Core i5 4570s 2.9GHz/8GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core i5 4570s 2.9Ghz (4 nucleos, turbo @ 3.60 GHz)<br />· Grafica                                HD 4600 Intel<br />· Disco Duro                          120GB  SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;115;40;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g120gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G120GB 
6910HPU800G121GA;Ordenador HP Elite 800 G1 USDT GRADO B (Intel Core i5 4430s 2.7Ghz/8GB/240SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                    HP<br />· Procesador                            Intel Core i5 4430s 2.7Ghz <br />· Grafica integrada                  HD Intel 4600<br />· Disco Duro                             240 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                              8GB DDR3L  (2 ZOCALOS)<br />· Lector/Grabador                    NO<br />· Conexiones frontales            x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras             x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Conexiones Internas             (2) PCIe Mini<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;129;1;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g121ga_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G121GA 
6910HPU800G121GB;Ordenador HP 800 G1 USDT WIFI GRADO B (Intel Core i5 4570s 2.9GHz/8GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel core i5 4570s 2.9Ghz (4 nucleos, tuebo @ 3.60 GHz)<br />· Grafica                                HD 4600 Intel<br />· Disco Duro                          120GB  SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    SI<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;119;63;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g121gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G121GB 
6910HPU800G122GB;Ordenador HP 800 G1 USDT GRADO B (Intel Core i5 4570s 2.9GHz/8GB/240SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel core i5 4570s 2.9Ghz (4 nucleos, turbo @ 3.60GHz)<br />· Grafica                                HD 4600 Intel<br />· Disco Duro                          240GB  SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;129;9;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g122gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G122GB 
6910HPU800G125GB;Ordenador HP 800 G1 USDT WIFI GRADO B (Intel Core i5 4570s 2.9GHz/8GB/240SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel core i5 4570s 2.9Ghz (4 nucleos, turbo @ 3.60 GHz)<br />· Grafica                                HD 4600 Intel<br />· Disco Duro                          240GB  SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    SI<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;139;22;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g125gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPU800G125GB 
6910LENTIM93P5GA;Ordenador Lenovo Desktop Tiny M93P GRADO A (Intel Core I5 4590T 2.0Ghz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 8 Pro.<br /><br />GRADO A<br /><br />Ordenador Ultracompacto Tiny <br /><br />Especificaciones:<br /><br />· Marca           LENOVO<br />· Procesador   Intel Core i5 4590T (2 nucleos @ 2.0 Ghz, 4 hilos)<br />· Disco Duro    120GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L<br />· Lector/Grabador   No disponible<br />· Conexiones frontales     x2 USB 3.0, x2 Jack de audio<br />· Conexiones traseras    x3 USB 3.0, x1 DisplayPort, x1 VGA, x1 RJ45<br /><br />- Incluyen cables de alimentación<br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;99;42;http://www.diginova.es/xweb3/fotoartic/art_6910lentim93p5ga_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENTIM93P5GA 
6910LENTIM93P6GA;Ordenador Lenovo Desktop Tiny M93P GRADO A (Intel Core I5 4590T 2.0Ghz/8GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 7 Pro.<br /><br />GRADO A<br /><br />Ordenador Ultracompacto Tiny <br /><br />Especificaciones:<br /><br />· Marca           LENOVO<br />· Procesador   Intel Core i5 4590T (2 nucleos @ 2.0 Ghz, 4 hilos)<br />· Disco Duro    120GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L<br />· Lector/Grabador   No disponible<br />· Conexiones frontales     x2 USB 3.0, x2 Jack de audio<br />· Conexiones traseras    x3 USB 3.0, x1 DisplayPort, x1 VGA, x1 RJ45<br /><br />- Incluyen cables de alimentación<br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;125;4;http://www.diginova.es/xweb3/fotoartic/art_6910lentim93p6ga_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENTIM93P6GA 
6910LENTIM93P8GA;Ordenador Lenovo Desktop Tiny M93P GRADO A (Intel Core i5 4590T 2.0Ghz/8GB/240SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 8 Pro.<br /><br />GRADO A<br /><br />Ordenador Ultracompacto Tiny <br /><br />Especificaciones:<br /><br />· Marca                    LENOVO<br />· Procesador            Intel Core i5 4590T (2 nucleos @ 2.0 Ghz, 4 hilos)<br />· Disco Duro             240GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias               8GB DDR3L<br />· Lector/Grabador    No disponible<br />· Conexiones frontales     x2 USB 3.0, x2 Jack de audio<br />· Conexiones traseras    x3 USB 3.0, x1 DisplayPort, x1 VGA, x1 RJ45<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;135;1;http://www.diginova.es/xweb3/fotoartic/art_6910lentim93p8ga_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENTIM93P8GA 


6910HP705G2M1GB;Ordenador HP 705 G2 Mini PC GRADO B (AMD A10-8700B 1.8GHz/8GB/500GB/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     AMD A10-8700B (4 nucleos, Turbo @ 3.40 Ghz)<br />· Disco Duro    500GB HDD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L<br />· Lector/Grabador   NO<br />· Conexiones frontales      x2 USB 3.0, x1 Auriculares, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2USB 3.0,X2 USB 2.0, x2 DisplayPort, x1 VGA, x1 RJ45, x1 Jack de audio    (Line In/Out/Mic) <br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;69;54;http://www.diginova.es/xweb3/fotoartic/art_6910hp705g2m1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP705G2M1GB 
6910HP705G2M2GB;Ordenador HP 705 G2 Mini PC WIFI GRADO B (AMD A10-8700B 1.8GHz/8GB/500GB/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     AMD A10-8700B (4 nucleos, Turbo @ 3.40 Ghz)<br />· Disco Duro    500GB HDD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L<br />· Lector/Grabador   NO<br />· WIFI                      SI<br />· Conexiones frontales      x2 USB 3.0, x1 Auriculares, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2USB 3.0,X2 USB 2.0, x2 DisplayPort, x1 VGA, x1 RJ45, x1 Jack de audio    (Line In/Out/Mic) <br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;79;25;http://www.diginova.es/xweb3/fotoartic/art_6910hp705g2m2gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP705G2M2GB 
