Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;MPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
; ;Portátil Hp Ultraboo;Portátiles,Portátiles I5 ;279; ; ; ; ; ; ; ;6920HP1040G34GB; ; ; ; ; ; ; ; ; ; ; ; ; ;57; ; ; ; ; ; ; ; (Intel Core i7 6600U 2.60Ghz/16GB/240SSD-M.2/14"2K/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia de Windows 8 PRO.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i7 6600U (2 nucleos @ 2.60Ghz, 4 hilos, turbo @ 3.4Ghz)<br />· Disco Duro     240 GB SSD M.2 (Varias marcas, segun disponibilidad)<br />· Memorias     16GB DDR4 <br />· Panel     Pantalla de 14"  2K <br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam     Si<br />· Conexiones adicionales    x2 USB 3.0, x1 USB TIPO C, x1 HDMI, x1 Jack de Audio  4 polos, x1 Lector de Tarjetas MicroSD, <br /><br />- Incluyen Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp1040g34gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil Hp Probook ;Portátiles,Portátiles I5 ;199; ; ; ; ; ; ; ;6920HP640G110GA; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Core i5 4200M 2.5Ghz/8GB/120SSD/14"/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />GRADO A<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 4200M (2 nucleos @ 2.50Ghz, 4 hilos Frecuencia turbo 3.1 Ghz)<br />· Disco Duro     120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 PC3L (2 zocalos)<br />· Panel     Pantalla de 14" HD<br />· Lector/Grabador    Lector de DVD<br />· Webcam     SI<br />· Conexiones adicionales    x4 USB 3.0/2.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e)<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp640g110ga_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil Hp Probook ;Portátiles,Portátiles I5 ;169; ; ; ; ; ; ; ;6920HP640G110GB; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; (Intel Core i5 4200M 2.5Ghz/8GB/120SSD/14"/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 4200M (2 nucleos @ 2.50Ghz, 4 hilos Frecuencia turbo 3.1 Ghz)<br />· Disco Duro     120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 PC3L (2 zocalos)<br />· Panel     Pantalla de 14" HD<br />· Lector/Grabador    Lector de DVD<br />· Webcam     SI<br />· Conexiones adicionales    x4 USB 3.0/2.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e)<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp640g110gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil Hp Probook ;Portátiles,Portátiles I5 ;169; ; ; ; ; ; ; ;6920HP640G112GB; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; (Intel Core i5 4200M 2.5Ghz/8GB/120SSD/14"/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 4200M (2 nucleos @ 2.50Ghz, 4 hilos Frecuencia turbo 3.1 Ghz)<br />· Disco Duro     120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 PC3L (2 zocalos)<br />· Panel     Pantalla de 14" HD<br />· Lector/Grabador    Lector de DVD<br />· Webcam     SI<br />· Conexiones adicionales    x4 USB 3.0/2.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e)<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp640g112gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 7:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil Hp Probook ;Portátiles,Portátiles I5 ;195; ; ; ; ; ; ; ;6920HP640G17GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Core i5 4200M 2.5Ghz/8GB/120SSD/14"/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 4200M (2 nucleos @ 2.50Ghz, 4 hilos Frecuencia turbo 3.1 Ghz)<br />· Disco Duro     120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 PC3L (2 zocalos)<br />· Panel     Pantalla de 14" HD<br />· Lector/Grabador    Lector de DVD<br />· Webcam     SI<br />· Conexiones adicionales    x4 USB 3.0/2.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e)<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp640g17gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 7:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil HP Probook ;Portátiles,Portátiles I5 ;265; ; ; ; ; ; ; ;6920HP640G31GB; ; ; ; ; ; ; ; ; ; ; ; ; ;28; ; ; ; ; ; ; ; (Intel Core i5 7200u 2.5Ghz/8GB/240SSD/14"FHD/DVDRW/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                              HP<br />· Procesador                      Intel Core i5 7200u 2,5 GHz<br />· Disco Duro                       240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                         8GB DDR4 (2 ZOCALOS)<br />· Panel                               Pantalla de 14" FHD<br />· Lector/Grabador              Grabadora de DVD<br />· Webcam                          SI<br />· Conexiones adicionales    x2 USB 3.0, X1 USB-C, x1 VGA, x1 Jack de Audio 4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) x1 lector tarjeta SIM.<br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp640g31gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil HP Probook ;Portátiles,Portátiles I5 ;259; ; ; ; ; ; ; ;6920HP640G32GB; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; (Intel Core i5 7200u 2.5Ghz/8GB/240SSD/14"FHD/NO-DVD/W10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                              HP<br />· Procesador                      Intel Core i5 7200u 2,5 GHz<br />· Disco Duro                       240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                         8GB DDR4 (2 ZOCALOS)<br />· Panel                               Pantalla de 14" FHD<br />· Lector/Grabador              NO<br />· Webcam                          SI<br />· Conexiones adicionales    x2 USB 3.0, X1 USB-C, x1 VGA, x1 Jack de Audio 4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) x1 lector tarjeta SIM.<br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp640g32gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 10:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil HP Probook ;Portátiles,Portátiles I5 ;259; ; ; ; ; ; ; ;6920HP640G33GB; ; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; (Intel Core i5 7200u 2.5Ghz/8GB/240SSD/14"HD/DVDRW/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                              HP<br />· Procesador                      Intel Core i5 7200u 2,5 GHz<br />· Disco Duro                       240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                         8GB DDR4 (2 ZOCALOS)<br />· Panel                               Pantalla de 14" HD<br />· Lector/Grabador              Grabadora de DVD<br />· Webcam                          SI<br />· Conexiones adicionales    x2 USB 3.0, X1 USB-C, x1 VGA, x1 Jack de Audio 4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) x1 lector tarjeta SIM.<br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp640g33gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil HP Probook ;Portátiles,Portátiles I5 ;259; ; ; ; ; ; ; ;6920HP640G34GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; (Intel Core i5 7200u 2.5Ghz/8GB/240SSD/14"HD+/DVDRW/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                              HP<br />· Procesador                      Intel Core i5 7200u 2,5 GHz<br />· Disco Duro                       240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                         8GB DDR4 (2 ZOCALOS)<br />· Panel                               Pantalla de 14" HD+<br />· Lector/Grabador              Grabadora de DVD<br />· Webcam                          SI<br />· Conexiones adicionales    x2 USB 3.0, X1 USB-C, x1 VGA, x1 Jack de Audio 4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) x1 lector tarjeta SIM.<br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp640g34gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil HP Probook ;Portátiles,Portátiles I5 ;195; ; ; ; ; ; ; ;6920HP645G31GB; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; (AMD PRO A10-8730B R5 2.4Ghz/8GB/240SSD/14"HD/NO-DVD/W10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia original de Windows 10 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                              HP<br />· Procesador                      AMD PRO A10-8730B R5 2,4 GHz<br />· Disco Duro                       240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                         8GB DDR4 (2 ZOCALOS)<br />· Panel                               Pantalla de 14" HD<br />· Lector/Grabador              NO<br />· Webcam                          SI<br />· Conexiones adicionales    x2 USB 3.0, X1 USB-C, x1 VGA, x1 Jack de Audio 4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) x1 lector tarjeta SIM.<br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp645g31gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:AMD:2:0, Sistema operativo:Windows 10:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil HP Probook ;Portátiles,Portátiles I5 ;195; ; ; ; ; ; ; ;6920HP645G32GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (AMD PRO A10-8730B R5 2.4Ghz/8GB/240SSD/14"HD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                              HP<br />· Procesador                      AMD PRO A10-8730B R5 2,4 GHz<br />· Disco Duro                       240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                         8GB DDR4 (2 ZOCALOS)<br />· Panel                               Pantalla de 14" HD<br />· Lector/Grabador              NO<br />· Webcam                          SI<br />· Conexiones adicionales    x2 USB 3.0, X1 USB-C, x1 VGA, x1 Jack de Audio 4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) x1 lector tarjeta SIM.<br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp645g32gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:AMD:2:0, Sistema operativo:Windows 8:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil Hp EliteBoo;Portátiles,Portátiles I5 ;249; ; ; ; ; ; ; ;6920HP840G28GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; (Intel Core i5 5300u 2.30Ghz/8GB/500GB/14"/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 5300u (2 nucleos @ 2.60Ghz, 4 hilos)<br />· Grafica  Gráficos HD Intel 5500<br />· Disco Duro     500GB HDD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 ZOCALOS)<br />· Panel     Pantalla de 14" HD<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam     SI<br />· Conexiones adicionales    x4 USB 3.0/2.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e)<br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp840g28gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Disco Duro:500GB:2:0, Procesador:Intel i5:3:0, Sistema operativo:Windows 8:4:0, Pulgadas:14":5:0, Webcam:SÃ­:6:0, Idioma de teclado:Teclado personalizable:7:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil Hp Ultraboo;Portátiles,Portátiles I5 ;239; ; ; ; ; ; ; ;6920HP840G29GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Core i5 5300u 2.30Ghz/8GB/500GB/14"/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 5300u (2 nucleos @ 2.60Ghz, 4 hilos)<br />· Grafica  Gráficos HD Intel 5500<br />· Disco Duro     500GB HDD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 ZOCALOS)<br />· Panel     Pantalla de 14" HD<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam     NO<br />· Conexiones adicionales    x4 USB 3.0/2.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e)<br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Teclado internacional. Incluye kit de pegatinas en español.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas de tener una duracion de al menos 1 hora; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp840g29gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Disco Duro:500GB:2:0, Procesador:Intel i5:3:0, Sistema operativo:Windows 8:4:0, Pulgadas:14":5:0, Webcam:SÃ­:6:0, Idioma de teclado:Teclado personalizable:7:0, Tipo:Ultrabook:8:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Portátil HP Eliteboo;Portátiles,Portátiles I5 ;289; ; ; ; ; ; ; ;6920HP840G310GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Core i5 6200u 2.3Ghz/8GB/240SSD/14"HD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                              HP<br />· Procesador                      Intel Core i5 6200u 2,3 GHz<br />· Disco Duro                       240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                         8GB DDR4 (2 ZOCALOS)<br />· Panel                               Pantalla de 14" HD<br />· Lector/Grabador              Lector no disponible en ultrabooks<br />· Webcam                          SI<br />· Conexiones adicionales    x2 USB 3.0, X1 USB-C, x1 VGA, x1 Jack de Audio 4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) x1 lector tarjeta SIM.<br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Teclado castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp840g310gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Pulgadas:14":4:0, Webcam:SÃ­:5:0, Idioma de teclado:Teclado personalizable:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
